URL,Filters,,,,,,,,,,,,,,
https://app.dealroom.co/investors/f/all_slug_locations/anyof_~united_states~/company_status/not_closed/investor_type/anyof_accelerator?selectedColumns=name%2CpreferredRound%2ChqLocations%2CdealSizeEnhanced%2CinvestorNumberOfRoundsIndustry%2CinvestorTotalFundingEnhanced%2CinvestorPorfolioSize%2CinvestmentsValuationEnhanced%2Cinvestments%2CinvestorExitsNum%2CinvestorExitScore%2CinvestorExitsFundingEnhanced%2ClpInvestmentsNum%2ClpInvestments&sort=-rounds_count_12_months&investorNumberOfRoundsIndustry=rounds_count_12_months&heatMapType=&groupId=1413&id=92070,Include All locations: United states; Investor type: Accelerator; Exclude Company status: Closed,,,,,,,,,,,,,,
ID,Type,Dealroom URL,Website,Name,HQ region,HQ country,HQ city,Sectors of focus,Launch year,Last round date,Portfolio size,Rounds number (12 months),Exits total (USD M),Exits number,Total value of current portfolio (USD M)
1252322,accelerator,https://app.dealroom.co/investors/rev_ithaca,http://revithaca.com,Rev Ithaca,North America,United States,Ithaca,,2014,Sep/2025,12,1,,,185.8
1248043,accelerator,https://app.dealroom.co/investors/hult_prize,http://hultprize.org,Hult Prize,North America,United States,San Francisco,,2009,Sep/2025,16,1,,,89.6
1245306,accelerator,https://app.dealroom.co/investors/endeavor_forward,http://endeavorforward.com,Endeavor Forward,North America,United States,Columbus,,2014,Jul/2026,2,1,,,108
1243347,accelerator,https://app.dealroom.co/investors/citris_foundry,http://citrisfoundry.org,CITRIS Foundry,North America,United States,Berkeley,,2013,Jun/2025,37,0,,,4724.2
1231784,accelerator,https://app.dealroom.co/investors/betaspring,http://revupfund.com,RevUp Capital,North America,United States,Cranston,,2009,Jul/2025,77,0,,0,93.18
1229972,accelerator,https://app.dealroom.co/investors/sente_foundry_,http://sente.link,Sente Foundry,North America,United States,Chicago,,2008,Sep/2025,41,1,4,0,1273.14
1228703,accelerator,https://app.dealroom.co/investors/unbank_ventures,http://unbankventures.com,Unbank.Ventures,North America,United States,San Francisco,,2016,Oct/2025,3,1,,,13.04
1228272,accelerator,https://app.dealroom.co/investors/fannin_partners,http://fannininnovation.com,Fannin Partners,North America,United States,Houston,,2005,Jun/2026,3,1,,,280.4
1226295,accelerator,https://app.dealroom.co/investors/momentum_accelerator,http://momentum.vc,Momentum Accelerator,North America,United States,San Francisco,,2012,May/2026,5,1,,,15.76
1221303,accelerator,https://app.dealroom.co/investors/ocean_solutions_accelerator,https://www.soalliance.org/ocean-solutions-accelerator/,Ocean Solutions Accelerator,North America,United States,San Francisco,non-profit;sustainable development goals,2014,Jan/2026,42,1,,0,655.69
1216428,accelerator,https://app.dealroom.co/investors/youngstown_business_incubator,http://ybi.org,Youngstown Business Incubator,North America,United States,Youngstown,,1995,Feb/2026,46,1,,,147.1
1215693,accelerator,https://app.dealroom.co/investors/1819_innovation_hub_university_of_cincinnati,http://research.uc.edu,"1819 Innovation Hub, University of Cincinnati",North America,United States,Cincinnati,,2018,Aug/2026,14,1,,,6.72
1208509,accelerator,https://app.dealroom.co/investors/maxitech,http://maxitech.com,Maxitech,North America,United States,San Francisco,,2016,Jul/2026,2,1,,,182.8
982918,accelerator,https://app.dealroom.co/investors/creative_destruction_lab,https://www.creativedestructionlab.com/,Creative Destruction Lab,North America,Canada,Toronto,quantum computing,2012,Sep/2026,937,1,1048.08,0,26468.98
246241,accelerator,https://app.dealroom.co/investors/new_york_fashion_tech_lab,http://nyftlab.com,New York Fashion Tech Lab,North America,United States,New York City,,2014,Sep/2025,17,1,,0,402.42
169900,accelerator,https://app.dealroom.co/investors/tampa_bay_wave,http://tampabaywave.org,Tampa Bay Wave,North America,United States,Tampa,,2008,Feb/2026,42,1,,,165.47
161040,accelerator,https://app.dealroom.co/investors/madrona_venture_labs,https://www.madronavl.com/,Madrona Venture Labs,North America,United States,Seattle,,2014,Sep/2025,29,1,,0,730
154344,accelerator,https://app.dealroom.co/investors/x_prize_foundation,http://xprize.org,X PRIZE Foundation,North America,United States,Culver City,sustainable development goals;climate fintech;carbon tracking & offset;climate tech,1995,Aug/2026,29,1,,0,1859.46
140827,accelerator,https://app.dealroom.co/investors/blue_startups,http://bluestartups.com,Blue Startups,North America,United States,Honolulu,,2012,May/2026,85,1,,0,180.2
138864,accelerator,https://app.dealroom.co/investors/emerging_technology_center,http://etcbaltimore.com,ETC Baltimore,North America,United States,Baltimore,,1999,Feb/2026,1,1,,,0.8
137769,accelerator,https://app.dealroom.co/investors/alchemist_accelerator,http://alchemistaccelerator.com,Alchemist Accelerator,North America,United States,Menlo Park,fundraising,2012,Jun/2026,394,1,695,0,8865.09
122496,accelerator,https://app.dealroom.co/investors/health_wildcatters,http://healthwildcatters.com,Health Wildcatters,North America,United States,Dallas,,2013,Nov/2025,106,1,26,0,261.72
103864,accelerator,https://app.dealroom.co/investors/xsolla,http://xsolla.com,Xsolla,North America,United States,Los Angeles,billing;developer tools;publisher tools;metaverse;immersive technologies,2005,Mar/2026,14,1,,0,542
55138,accelerator,https://app.dealroom.co/investors/masschallenge,http://masschallenge.org,MassChallenge,North America,United States,Boston,,2009,Oct/2025,3283,1,14757.15,0,96301.66
6783980,accelerator,https://app.dealroom.co/investors/mac_xcelerator,https://midlandsafricanchamber.com/mac-xcelerator/,MAC Xcelerator,North America,United States,Omaha,,2025,,0,0,,,
6613570,accelerator,https://app.dealroom.co/investors/techstars_emory_founder_catalyst,https://goizueta.emory.edu/faculty/entrepreneurship-innovation/programs/startup-launch,Techstars Emory Founder Catalyst,North America,United States,Atlanta,higher education;investing in startups;community learning,2024,,0,0,,,
6613566,accelerator,https://app.dealroom.co/investors/create_x,https://create-x.gatech.edu/,CREATE-X,North America,United States,Atlanta,higher education;investing in startups;community learning,2014,,0,0,,,
6613527,accelerator,https://app.dealroom.co/investors/velocity_startups,https://commercialization.gatech.edu/velocity,Velocity Startups,North America,United States,Atlanta,higher education;investing in startups;community learning,2025,,0,0,,,
6613523,accelerator,https://app.dealroom.co/investors/cox_cleantech_accelerator,https://coxcleantech.com/accelerator/,Cox Cleantech Accelerator,North America,United States,Atlanta,climate tech;investing in startups;climate fintech,2024,,0,0,,,
6534206,accelerator,https://app.dealroom.co/investors/sf_startup_labs,https://sfstartuplabs.com/,SF Startup Labs,North America,United States,San Francisco,investing in startups;upskilling and reskilling;community learning,2026,,0,0,,,
6444227,accelerator,https://app.dealroom.co/investors/startblue_ocean_enterprise_accelerator,https://startblue.ucsd.edu/,StartBlue Ocean Enterprise Accelerator,North America,United States,San Diego,bluetech and ocean observation;ocean data,2020,,28,0,,,
6443255,accelerator,https://app.dealroom.co/investors/future_unicorns_accelerator,https://www.futureunicorns.io/,Future Unicorns Accelerator,North America,United States,San Francisco,investing in startups,2019,,0,0,,,
6403141,accelerator,https://app.dealroom.co/investors/inzyme_1,http://inzyme.co,Inzyme,North America,United States,Indianapolis,investing in startups;crowdfunding,,,0,0,,,
6391606,accelerator,https://app.dealroom.co/investors/main_street_foundry,https://eni.gsu.edu/msesf/,Main Street Foundry,North America,United States,Atlanta,higher education;upskilling and reskilling;investing in startups,2019,Feb/2023,1,0,,,
6345728,accelerator,https://app.dealroom.co/investors/inventige,https://inventige.com/,Inventige,North America,United States,Chicago,,2010,Dec/2023,1,0,,,
6329174,accelerator,https://app.dealroom.co/investors/stanford_accelerator_for_learning,https://acceleratelearning.stanford.edu/,Stanford Accelerator for Learning,North America,United States,Stanford,lifelong and consumer learning;upskilling and reskilling;higher education,2020,Jan/2025,1,0,,,
6304190,accelerator,https://app.dealroom.co/investors/wmntech_founders,https://1871.com/wmntech-founders/,WMNTech Founders,North America,United States,Chicago,investing in startups;upskilling and reskilling,2024,Jan/2025,43,0,,,0.21
6296592,accelerator,https://app.dealroom.co/investors/alchemist_chicago,https://www.alchemistaccelerator.com/alchemist-chicago,Alchemist Chicago,North America,United States,Chicago,investing in startups;quantum computing,2025,,0,0,,,
6296536,accelerator,https://app.dealroom.co/investors/techarb_student_venture_accelerator,http://techarb.umich.edu,TechArb Student Venture Accelerator,North America,United States,Detroit,higher education;upskilling and reskilling,2009,,0,0,,,
6293701,accelerator,https://app.dealroom.co/investors/great_lakes_i_corps_hub,https://greatlakesicorps.org/,Great Lakes I-Corps Hub,North America,United States,Ann Arbor,research and development,2022,,0,0,,,
6292763,accelerator,https://app.dealroom.co/investors/cafe_center_for_accelerating_financial_equity,https://ftcafe.org/,cafe - Center for Accelerating Financial Equity,North America,United States,Fort Wayne,financial education;embedded finance,2023,Apr/2025,12,0,,,94.28
6271362,accelerator,https://app.dealroom.co/investors/techstars_atlanta,https://techstarsatlanta.com,Techstars Atlanta,North America,United States,Atlanta,investing in startups;alternative investments;crowdfunding,2016,,0,0,,,
6271183,accelerator,https://app.dealroom.co/investors/morehouse_innovation_and_entrepreneurship_center,https://mcecenter.com/ascend-national-2025/,Morehouse Innovation And Entrepreneurship Center,North America,United States,Atlanta,higher education;community learning,2004,,0,0,,,
6256627,accelerator,https://app.dealroom.co/investors/id_xbox_developer_acceleration_program,https://developer.microsoft.com/en-GB/games/publish/,ID@Xbox Developer Acceleration Program,North America,United States,Redmond,investing in startups,2023,,0,0,,,
6185264,accelerator,https://app.dealroom.co/investors/camel_accelerator,https://business.campbell.edu/about/social-entrepreneurship/camel-accelerator/,Camel Accelerator,North America,United States,Angier,,2021,,0,0,,,
6146452,accelerator,https://app.dealroom.co/investors/conquer_accelerator_michigan_state_university,https://msufoundation.org/conquer-accelerator/,Conquer Accelerator - Michigan State University,North America,United States,East Lansing,higher education,2015,Jan/2024,90,0,,0,76.42
6143143,accelerator,https://app.dealroom.co/investors/blue_knight,https://jnjinnovation.com/jlabs/blue-knight,Blue Knight,North America,United States,Washington DC,infections and infectious diseases;vaccines;biotech and pharma,2020,,0,0,,,
6143021,accelerator,https://app.dealroom.co/investors/drive_division_of_research_innovation_and_ventures,https://drive.hhs.gov/index.html,"DRIVe - Division of Research, Innovation, and Ventures",North America,United States,Washington DC,infections and infectious diseases;vaccines;biotech and pharma,2018,,99,0,400,0,108176.78
5959803,accelerator,https://app.dealroom.co/investors/airminers_launchpad_accelerator,https://airminers.com/accelerate,AirMiners Launchpad Accelerator,North America,United States,San Mateo,climate tech;carbon removal,,Dec/2024,1,0,,,
5958269,accelerator,https://app.dealroom.co/investors/ne_i_corps,http://neicorps.org,NE I-Corps,North America,United States,Cambridge,,,,0,0,,,
5953751,accelerator,https://app.dealroom.co/investors/nba_launchpad,,NBA Launchpad,North America,United States,New York City,,2022,,0,0,,,
5939804,accelerator,https://app.dealroom.co/investors/connecticut_center_for_entrepreneurship_and_innovation,https://ccei.uconn.edu/,Connecticut Center for Entrepreneurship and Innovation,North America,United States,Hartford,higher education;community learning,2007,Jul/2024,2,0,,,
5914590,accelerator,https://app.dealroom.co/investors/rising_az_investor_network,https://www.rainarizona.com/,Rising AZ Investor Network,North America,United States,Tucson,,,,0,0,,,
5914588,accelerator,https://app.dealroom.co/investors/plug_and_play_events_meetups_pitches_,,"Plug and Play Events (Meetups, pitches)",North America,United States,Buckshot,,,,0,0,,,
5914587,accelerator,https://app.dealroom.co/investors/chandler_endeavor_venture_innovations_incubator,,Chandler Endeavor Venture Innovations Incubator,North America,United States,Chandler,,,,0,0,,,
5914547,accelerator,https://app.dealroom.co/investors/ceo_network,,CEO Network,North America,United States,Buckshot,,,,0,0,,,
5914486,accelerator,https://app.dealroom.co/investors/phx_fwd,https://www.phxfounders.com/,PHX FWD,North America,United States,Phoenix,,,,0,0,,,
5914483,accelerator,https://app.dealroom.co/investors/thursday_gathering,,Thursday Gathering,North America,United States,Phoenix,,,,0,0,,,
5914481,accelerator,https://app.dealroom.co/investors/bioprenuers_meetup,,Bioprenuers Meetup,North America,United States,Phoenix,,,,0,0,,,
5914480,accelerator,https://app.dealroom.co/investors/ai_meet_up,,AI Meet-up,North America,United States,Phoenix,,,,0,0,,,
5914478,accelerator,https://app.dealroom.co/investors/womens_entreprenurial_network,,Womens Entreprenurial network,North America,United States,Phoenix,,,,0,0,,,
5914475,accelerator,https://app.dealroom.co/investors/aca_small_business_bootcamp,,ACA: Small Business Bootcamp,North America,United States,Phoenix,,,,0,0,,,
5914471,accelerator,https://app.dealroom.co/investors/retreat_events_under_the_collective_,,Retreat (events under the collective),North America,United States,Phoenix,,,,0,0,,,
5914467,accelerator,https://app.dealroom.co/investors/photonics_days,,Photonics days,North America,United States,Tucson,,,,0,0,,,
5914463,accelerator,https://app.dealroom.co/investors/azbioscience_week,,AZBioscience Week,North America,United States,Chandler,,,,0,0,,,
5914462,accelerator,https://app.dealroom.co/investors/whitehat_investor_conference,,Whitehat Investor Conference,North America,United States,Phoenix,,,,0,0,,,
5914459,accelerator,https://app.dealroom.co/investors/university_of_arizona_health_sciences,,University of Arizona Health Sciences,North America,United States,Tucson,,,,0,0,,,
5914456,accelerator,https://app.dealroom.co/investors/startup_az_ecosystem_resources,,Startup AZ Ecosystem Resources,North America,United States,Phoenix,,,,0,0,,,
5914455,accelerator,https://app.dealroom.co/investors/tenwest_,https://www.tenwest.com,TenWest,North America,United States,Tucson,steam;lifelong and consumer learning;higher education,,,0,0,,,
5914452,accelerator,https://app.dealroom.co/investors/biodesign_institute,,Biodesign Institute,North America,United States,Tempe,,2003,,0,0,,,
5914448,accelerator,https://app.dealroom.co/investors/moonshot_communuty_planner,,Moonshot Communuty Planner,North America,United States,Flagstaff,dietary supplements;nutrition;food as medicine,2000,,0,0,,,
5914444,accelerator,https://app.dealroom.co/investors/startup_tucson_southern_az_events_calendar,,Startup Tucson Southern AZ Events Calendar,North America,United States,Tucson,,2011,,0,0,,,
5914443,accelerator,https://app.dealroom.co/investors/plug_and_play_accelerator_sustainability,https://www.plugandplaytechcenter.com/industries/sustainability,Plug and Play Accelerator: Sustainability,North America,United States,Phoenix,,,,0,0,,,
5914442,accelerator,https://app.dealroom.co/investors/plug_and_play_accelerator_advanced_manufacturing,https://www.plugandplaytechcenter.com/industries/advanced-manufacturing,Plug and Play Accelerator: Advanced Manufacturing,North America,United States,Buckshot,,,,0,0,,,
5914440,accelerator,https://app.dealroom.co/investors/center_for_entrepreneurship_and_new_business_design,,Center for Entrepreneurship and New Business Design,North America,United States,Tempe,,,,0,0,,,
5914437,accelerator,https://app.dealroom.co/investors/skysong_innovations,,Skysong Innovations,North America,United States,Scottsdale,,2003,,0,0,,,
5914431,accelerator,https://app.dealroom.co/investors/bioscience_entreprenuer_grant,,Bioscience Entreprenuer Grant,North America,United States,Phoenix,,2002,,0,0,,,
5914427,accelerator,https://app.dealroom.co/investors/hosts_the_incubator,,Hosts the Incubator,North America,United States,Tucson,,,,0,0,,,
5914426,accelerator,https://app.dealroom.co/investors/tech_launch_arizona,,Tech Launch Arizona,North America,United States,Tucson,,2012,,0,0,,,
5914424,accelerator,https://app.dealroom.co/investors/arizona_forge,,Arizona Forge,North America,United States,Tucson,,2019,,0,0,,,
5914423,accelerator,https://app.dealroom.co/investors/pioneer_academy_,https://www.moonshotflagstaff.com/,Pioneer Academy,North America,United States,Flagstaff,,,,0,0,,,
5914422,accelerator,https://app.dealroom.co/investors/impact_accelerator_,https://seedspot.org/impact-accelerator/,Impact Accelerator,North America,United States,Phoenix,,,,0,0,,,
5914420,accelerator,https://app.dealroom.co/investors/lab_force,https://www.ceigateway.com/cei-labforce/,Lab Force,North America,United States,Phoenix,,2019,,0,0,,,
5914418,accelerator,https://app.dealroom.co/investors/small_business_big_wins,https://www.barclayssmallbizbigwins.com/,Small Business Big Wins,North America,United States,Wilmington,,,,0,0,,,
5914417,accelerator,https://app.dealroom.co/investors/l_oreal_usa_inclusive_beauty_fund,,L'Oréal USA Inclusive Beauty Fund,North America,United States,New York City,,2021,,0,0,,,
5914416,accelerator,https://app.dealroom.co/investors/business_incubator_,,Business Incubator,North America,United States,Phoenix,,,,0,0,,,
5914415,accelerator,https://app.dealroom.co/investors/the_fedex_small_business_grants_program,,The FedEx Small Business Grants Program,North America,United States,Memphis,,2012,,0,0,,,
5914412,accelerator,https://app.dealroom.co/investors/az_fast,,AZ FAST,North America,United States,Phoenix,,,,0,0,,,
5914409,accelerator,https://app.dealroom.co/investors/arizona_innovation_challenge,,Arizona Innovation Challenge,North America,United States,Phoenix,,2010,,0,0,,,
5818279,accelerator,https://app.dealroom.co/investors/merchant_adventure_investment_advisors,https://www.ma-ia.com,Merchant Adventure,North America,United States,Palo Alto,,2018,Feb/2025,1,0,,0,54.62
5813633,accelerator,https://app.dealroom.co/investors/social_innovation_change_initiative,https://sici.hks.harvard.edu/,Social Innovation + Change Initiative,North America,United States,Methuen,,2016,,0,0,,,
5792194,accelerator,https://app.dealroom.co/investors/tinc_silicon_valley,https://www.nordicinnovationhouse.com/siliconvalley/sv-programs/tinc,TINC Silicon Valley,North America,United States,San Francisco,,2012,,0,0,,,
5730213,accelerator,https://app.dealroom.co/investors/one_eight_capital,https://www.oneeightcapital.com,One Eight Capital,North America,United States,New York City,,2024,Jan/2025,1,0,,,56
5729410,accelerator,https://app.dealroom.co/investors/silkway_accelerator,https://astanahub.com/en/l/silkway2024,Silkway Accelerator,Asia,Kazakhstan,Astana,,2022,Apr/2023,1,0,,,1
5677963,accelerator,https://app.dealroom.co/investors/snr_capital,https://www.snr-capital.com,SNR Capital,North America,United States,New York City,,2014,Jan/2025,1,0,,0,32
5674965,accelerator,https://app.dealroom.co/investors/pflugerville_community_development_corporation,https://www.pfdevelopment.com/business-pfirst/entrepreneur-hub,Pflugerville Community Development Corporation,North America,United States,Pflugerville,,2025,,0,0,,,
5651051,accelerator,https://app.dealroom.co/investors/the_center_for_innovation_in_research_and_teaching,https://research.gcu.edu/cirt~3,The Center for Innovation in Research and Teaching,North America,United States,Phoenix,,2010,,0,0,,,
5651004,accelerator,https://app.dealroom.co/investors/asu_chandler_innovation_center,,ASU Chandler Innovation Center,North America,United States,Chandler,,,,0,0,,,
5650997,accelerator,https://app.dealroom.co/investors/arizona_apex_accelerator,https://arizonaapex.org,Arizona APEX Accelerator,North America,United States,Queen Creek,,2012,,0,0,,,
5637108,accelerator,https://app.dealroom.co/investors/willowbridge_group,,Willowbridge Group,North America,United States,Boise,,2021,Dec/2024,1,0,,0,
5631962,accelerator,https://app.dealroom.co/investors/cape_advisors,https://www.capeadvisors.com,Cape Advisors,North America,United States,New York City,,1995,,0,0,,,
5610807,accelerator,https://app.dealroom.co/investors/buda_hive,https://www.budahive.com,Buda HIVE,North America,United States,Austin,,2024,,0,0,,,
5605489,accelerator,https://app.dealroom.co/investors/medrock_ventures,http://medrock.ventures,MedRock Ventures,North America,United States,New York City,,2024,,0,0,,,
5597192,accelerator,https://app.dealroom.co/investors/weve_accelerator,https://weveacceleration.com/,WEVE Accelerator,North America,United States,New York City,training,2017,,0,0,,,
5597182,accelerator,https://app.dealroom.co/investors/the_edge_2,https://edge.culverhouse.ua.edu/,The Edge,North America,United States,Tuscaloosa,,2012,,0,0,,,
5572569,accelerator,https://app.dealroom.co/investors/university_of_cincinnati_venture_lab,https://innovation.uc.edu/startups.html,University of Cincinnati Venture Lab,North America,United States,Cincinnati,,2018,Jan/2025,14,0,,,7.9
5564182,accelerator,https://app.dealroom.co/investors/scoby_collective,https://www.scoby-collective.org,SCOBY Collective,North America,United States,New York City,algae;climate tech;sustainable development goals;blue economy;blue biotechnology,2022,,1,0,,,
5564155,accelerator,https://app.dealroom.co/investors/fi_core_accelerator,https://fi.co/core,FI Core Accelerator,North America,United States,Seattle,,2009,,127,0,1350.5,0,3341.23
5563035,accelerator,https://app.dealroom.co/investors/andrews_launch_accelerator,https://entrepreneurshipclinic.ncsu.edu/accelerator/,Andrews Launch Accelerator,North America,United States,Raleigh,,2023,,0,0,,,
5504709,accelerator,https://app.dealroom.co/investors/blue_w_ai_ve_accelerator,https://www.gmri.org/projects/blue-waive-accelerator/,Blue w(AI)ve Accelerator,North America,United States,Portland,,,May/2024,7,0,,,
5495547,accelerator,https://app.dealroom.co/investors/hustle_defense_accelerator,https://www.griffissinstitute.org/hustle/,HUSTLE Defense Accelerator,North America,United States,City of Rome,,2002,May/2022,17,0,,,12
5486909,accelerator,https://app.dealroom.co/investors/uf_innovate,https://innovate.research.ufl.edu/accelerate-2/,UF Innovate,North America,United States,Gainesville,,1985,,0,0,,,
5480019,accelerator,https://app.dealroom.co/investors/nextup_by_lvlup_ventures,https://www.lvlup.vc/nextup,NextUp by LvlUp Ventures,North America,United States,Los Angeles,,2023,,28,0,,,88.72
5477248,accelerator,https://app.dealroom.co/investors/the_works_3,https://knoxec.com/theworks2024/,The Works,North America,United States,Knoxville,,2013,,0,0,,,
5466751,accelerator,https://app.dealroom.co/investors/appian_education_ventures,https://appianeducation.com/,Appian Education Ventures,North America,United States,Cambridge,,2017,,0,0,,,
5439936,accelerator,https://app.dealroom.co/investors/new_york_state_science_technology_law_center,https://nysstlc.syr.edu/,New York State Science & Technology Law Center,North America,United States,Syracuse,,2024,,0,0,,,
5418825,accelerator,https://app.dealroom.co/investors/frontier_biohealth_by_activation_capital,https://www.activation.capital/frontierbiohealth,Frontier BioHealth by Activation Capital,North America,United States,Richmond,,2024,,0,0,,,
5405129,accelerator,https://app.dealroom.co/investors/nyu_tech_venture_accelerator,https://entrepreneur.nyu.edu/resource/tech-venture-accelerator/,NYU Tech Venture Accelerator,North America,United States,New York City,,2023,Feb/2023,7,0,,,16
